,Job Title,Job Description,Skills,combined_text
198,vault engineer,implement secret management to the cloud application.,"hashicorp vault, secrets management, encryption, access control, cloud security","vault engineer hashicorp vault, secrets management, encryption, access control, cloud security implement secret management to the cloud application."
199,web designer (ui/ux designer),"create front end web application using html, css, js.","ui/ux design, wireframing, prototyping, adobe creative suite, figma","web designer (ui/ux designer) ui/ux design, wireframing, prototyping, adobe creative suite, figma create front end web application using html, css, js."
200,web developer,"develops and maintains websites and web applications. responsibilities include writing code, debugging, and ensuring optimal performance across different browsers and devices.","html5, css3, javascript, react, node.js, angularjs, php","web developer html5, css3, javascript, react, node.js, angularjs, php develops and maintains websites and web applications. responsibilities include writing code, debugging, and ensuring optimal performance across different browsers and devices."
201,wordpress developer,"creates and customizes wordpress websites. responsibilities include developing themes/plugins, managing content, and ensuring website functionality.","wordpress, php, mysql, html5, css3, javascript","wordpress developer wordpress, php, mysql, html5, css3, javascript creates and customizes wordpress websites. responsibilities include developing themes/plugins, managing content, and ensuring website functionality."
202,xl deploy engineer,"manages deployment processes using xl deploy. responsibilities include configuring deployment pipelines, automating releases, and ensuring application availability.","xl deploy, deployment automation, ci/cd, version control","xl deploy engineer xl deploy, deployment automation, ci/cd, version control manages deployment processes using xl deploy. responsibilities include configuring deployment pipelines, automating releases, and ensuring application availability."
203,zabbix engineer,"implements zabbix monitoring solutions to track system performance and availability. responsible for configuring alerts, dashboards, and monitoring metrics.","zabbix, monitoring tools, alerting systems, network monitoring","zabbix engineer zabbix, monitoring tools, alerting systems, network monitoring implements zabbix monitoring solutions to track system performance and availability. responsible for configuring alerts, dashboards, and monitoring metrics."
204,accessibility specialist,"ensures digital products meet accessibility standards, enhancing usability for all users.","web accessibility guidelines, html, css, javascript, user experience design","accessibility specialist web accessibility guidelines, html, css, javascript, user experience design ensures digital products meet accessibility standards, enhancing usability for all users."
205,admin big data,"administers and manages large datasets, ensuring data integrity and accessibility.","big data management, hadoop, spark, data warehousing, sql","admin big data big data management, hadoop, spark, data warehousing, sql administers and manages large datasets, ensuring data integrity and accessibility."
206,agile project manager,"leads projects using agile frameworks, focusing on iterative development and team collaboration.","agile methodologies, scrum, kanban, project management tools, leadership","agile project manager agile methodologies, scrum, kanban, project management tools, leadership leads projects using agile frameworks, focusing on iterative development and team collaboration."
207,android developer,"develops mobile applications for android devices, integrating features and ensuring user experience.","java, kotlin, android sdk, mobile app development, ui/ux design","android developer java, kotlin, android sdk, mobile app development, ui/ux design develops mobile applications for android devices, integrating features and ensuring user experience."
208,ansible automation engineer,"designs and implements automation solutions using ansible, streamlining it processes.","ansible, automation scripts, linux, networking, cloud computing","ansible automation engineer ansible, automation scripts, linux, networking, cloud computing designs and implements automation solutions using ansible, streamlining it processes."
209,application security engineer,develops secure applications by integrating security measures and testing vulnerabilities.,"security protocols, penetration testing, secure coding practices, compliance","application security engineer security protocols, penetration testing, secure coding practices, compliance develops secure applications by integrating security measures and testing vulnerabilities."
210,artifactory administrator,"manages artifact repositories, ensuring efficient deployment and version control.","artifactory, repository management, devops tools, ci/cd pipelines","artifactory administrator artifactory, repository management, devops tools, ci/cd pipelines manages artifact repositories, ensuring efficient deployment and version control."
211,artifactory engineer,configures and optimizes artifactory for efficient software deployment and management.,"artifactory, devops practices, continuous integration, software packaging","artifactory engineer artifactory, devops practices, continuous integration, software packaging configures and optimizes artifactory for efficient software deployment and management."
212,artificial intelligence / machine learning leader,"leads ai/ml projects, developing strategies and overseeing teams to integrate ai solutions.","ai/ml frameworks, leadership, strategic planning, data science","artificial intelligence / machine learning leader ai/ml frameworks, leadership, strategic planning, data science leads ai/ml projects, developing strategies and overseeing teams to integrate ai solutions."
213,artificial intelligence / machine learning sr.leader,"leads senior ai/ml projects, sets strategic direction, and manages teams.","advanced ai/ml, leadership, strategic vision, team management","artificial intelligence / machine learning sr.leader advanced ai/ml, leadership, strategic vision, team management leads senior ai/ml projects, sets strategic direction, and manages teams."
214,artificial intelligence architect,"designs and implements ai systems architecture, ensuring scalability and efficiency.","ai/ml frameworks, system architecture, cloud computing, data modeling","artificial intelligence architect ai/ml frameworks, system architecture, cloud computing, data modeling designs and implements ai systems architecture, ensuring scalability and efficiency."
215,artificial intelligence researcher,"conducts research to advance ai technologies, develops new algorithms, and publishes findings.","research methodologies, ai/ml algorithms, python, data analysis","artificial intelligence researcher research methodologies, ai/ml algorithms, python, data analysis conducts research to advance ai technologies, develops new algorithms, and publishes findings."
216,aws devops engineer,"implements devops practices on aws, automating processes and ensuring system reliability.","aws services, devops practices, ci/cd pipelines, automation","aws devops engineer aws services, devops practices, ci/cd pipelines, automation implements devops practices on aws, automating processes and ensuring system reliability."
217,aws solutions architect,"designs scalable and cost-effective solutions on aws, ensuring alignment with business needs.","aws services, cloud architecture, solution design, cost optimization","aws solutions architect aws services, cloud architecture, solution design, cost optimization designs scalable and cost-effective solutions on aws, ensuring alignment with business needs."
218,azure devops engineer,"implements devops practices on azure, automating processes and ensuring system reliability.","azure services, devops practices, ci/cd pipelines, automation","azure devops engineer azure services, devops practices, ci/cd pipelines, automation implements devops practices on azure, automating processes and ensuring system reliability."
219,bamboo engineer,configures and manages bamboo for continuous integration and delivery.,"bamboo, ci/cd pipelines, build automation, software configuration management","bamboo engineer bamboo, ci/cd pipelines, build automation, software configuration management configures and manages bamboo for continuous integration and delivery."
220,big data architect,"designs and oversees big data solutions, ensuring scalability and performance.","big data technologies, hadoop, spark, data warehousing, system design","big data architect big data technologies, hadoop, spark, data warehousing, system design designs and oversees big data solutions, ensuring scalability and performance."
221,big data engineer,"develops and maintains big data infrastructure, ensuring data quality and accessibility.","hadoop, spark, etl processes, data processing, database management","big data engineer hadoop, spark, etl processes, data processing, database management develops and maintains big data infrastructure, ensuring data quality and accessibility."
222,big data specialist,analyzes and interprets large datasets to provide insights and support decision-making.,"big data technologies, data analysis, sql, data mining","big data specialist big data technologies, data analysis, sql, data mining analyzes and interprets large datasets to provide insights and support decision-making."
223,bitbucket engineer,manages and configures bitbucket for efficient version control and collaboration.,"bitbucket, git, version control, ci/cd integration","bitbucket engineer bitbucket, git, version control, ci/cd integration manages and configures bitbucket for efficient version control and collaboration."
224,blockchain developer,"develops blockchain applications and smart contracts, ensuring security and functionality.","blockchain technologies, solidity, cryptography, smart contracts","blockchain developer blockchain technologies, solidity, cryptography, smart contracts develops blockchain applications and smart contracts, ensuring security and functionality."
225,build and release engineer,"manages build and release processes, ensuring smooth and reliable software deployments.","ci/cd pipelines, build systems, automation, configuration management","build and release engineer ci/cd pipelines, build systems, automation, configuration management manages build and release processes, ensuring smooth and reliable software deployments."
226,build engineer,"develops and maintains build systems, automating software compilation and testing.","build systems, scripting, automation, software configuration management","build engineer build systems, scripting, automation, software configuration management develops and maintains build systems, automating software compilation and testing."
227,business systems analyst,"analyzes business processes and system requirements, providing solutions to improve efficiency.","requirements gathering, process analysis, system design, documentation","business systems analyst requirements gathering, process analysis, system design, documentation analyzes business processes and system requirements, providing solutions to improve efficiency."
228,c# developer,"develops applications using c# and the .net framework, focusing on functionality and performance.","c#, .net framework, asp.net, software development, object-oriented programming","c# developer c#, .net framework, asp.net, software development, object-oriented programming develops applications using c# and the .net framework, focusing on functionality and performance."
229,chef inspec engineer,automates compliance and infrastructure testing using chef inspec.,"chef inspec, compliance automation, infrastructure testing, ruby","chef inspec engineer chef inspec, compliance automation, infrastructure testing, ruby automates compliance and infrastructure testing using chef inspec."
230,chef operations engineer,manages infrastructure and automates processes using chef.,"chef, automation, infrastructure management, ruby","chef operations engineer chef, automation, infrastructure management, ruby manages infrastructure and automates processes using chef."
231,cloud administrator,"manages and maintains cloud infrastructure, ensuring availability and performance.","cloud platforms, system administration, virtualization, networking","cloud administrator cloud platforms, system administration, virtualization, networking manages and maintains cloud infrastructure, ensuring availability and performance."
232,cloud architect,designs and oversees the implementation of cloud computing strategies.,"cloud platforms, system architecture, cloud security, devops","cloud architect cloud platforms, system architecture, cloud security, devops designs and oversees the implementation of cloud computing strategies."
233,cloud automation engineer,automates cloud infrastructure and deployment processes.,"cloud automation tools, scripting, configuration management, devops","cloud automation engineer cloud automation tools, scripting, configuration management, devops automates cloud infrastructure and deployment processes."
234,cloud network engineer,designs and manages cloud network infrastructure.,"cloud networking, virtual networks, network security, cloud platforms","cloud network engineer cloud networking, virtual networks, network security, cloud platforms designs and manages cloud network infrastructure."
235,cloud security engineer,implements and manages security measures for cloud environments.,"cloud security, security protocols, compliance, cloud platforms","cloud security engineer cloud security, security protocols, compliance, cloud platforms implements and manages security measures for cloud environments."
236,cnc programmer,develops programs for cnc machines used in manufacturing.,"cnc machines, cad/cam software, g-code, manufacturing processes","cnc programmer cnc machines, cad/cam software, g-code, manufacturing processes develops programs for cnc machines used in manufacturing."
237,coder,writes and tests code for software applications.,"programming languages, scripting, problem solving, software development","coder programming languages, scripting, problem solving, software development writes and tests code for software applications."
238,computer graphics animator,creates animations and visual effects for various media.,"animation software, 3d modeling, visual effects, graphic design","computer graphics animator animation software, 3d modeling, visual effects, graphic design creates animations and visual effects for various media."
239,computer hardware engineer,designs and develops computer hardware components and systems.,"hardware design, circuit design, embedded systems, testing","computer hardware engineer hardware design, circuit design, embedded systems, testing designs and develops computer hardware components and systems."
240,computer network architect,designs and plans computer networks.,"network design, network protocols, security, system architecture","computer network architect network design, network protocols, security, system architecture designs and plans computer networks."
241,computer programmer,writes and tests code to create software programs.,"programming languages, algorithms, software development, debugging","computer programmer programming languages, algorithms, software development, debugging writes and tests code to create software programs."
242,computer research scientist,conducts research in computer science and develops new technologies.,"research methodologies, data analysis, programming, scientific writing","computer research scientist research methodologies, data analysis, programming, scientific writing conducts research in computer science and develops new technologies."
243,computer systems analyst,analyzes computer systems and recommends improvements.,"systems analysis, requirements gathering, process improvement, it consulting","computer systems analyst systems analysis, requirements gathering, process improvement, it consulting analyzes computer systems and recommends improvements."
244,confluence engineer,manages and configures confluence for team collaboration.,"confluence, atlassian suite, documentation, collaboration tools","confluence engineer confluence, atlassian suite, documentation, collaboration tools manages and configures confluence for team collaboration."
245,consul engineer,manages and deploys consul for service discovery.,"consul, service discovery, infrastructure automation, networking","consul engineer consul, service discovery, infrastructure automation, networking manages and deploys consul for service discovery."
246,coverage.py engineer,implements and manages code coverage tools for python projects.,"coverage.py, python testing, test coverage analysis, software quality","coverage.py engineer coverage.py, python testing, test coverage analysis, software quality implements and manages code coverage tools for python projects."
247,data analyst,analyzes data to identify trends and insights.,"data analysis, sql, data visualization, statistical analysis","data analyst data analysis, sql, data visualization, statistical analysis analyzes data to identify trends and insights."
248,data architect,designs and manages data storage and retrieval systems.,"data modeling, database design, etl processes, data warehousing","data architect data modeling, database design, etl processes, data warehousing designs and manages data storage and retrieval systems."
249,data engineer,develops and maintains data pipelines and infrastructure.,"etl processes, data warehousing, big data technologies, database management","data engineer etl processes, data warehousing, big data technologies, database management develops and maintains data pipelines and infrastructure."
250,data modeler,creates and maintains data models.,"data modeling techniques, database design, data governance, data analysis","data modeler data modeling techniques, database design, data governance, data analysis creates and maintains data models."
251,data scientist,applies machine learning and statistical techniques to analyze data.,"machine learning, statistical analysis, data mining, programming","data scientist machine learning, statistical analysis, data mining, programming applies machine learning and statistical techniques to analyze data."
252,database administrator,manages and maintains databases.,"database management, sql, performance tuning, backup and recovery","database administrator database management, sql, performance tuning, backup and recovery manages and maintains databases."
253,datadog engineer,implements and manages datadog for system monitoring.,"datadog, monitoring, system performance, cloud infrastructure","datadog engineer datadog, monitoring, system performance, cloud infrastructure implements and manages datadog for system monitoring."
254,devops architect,designs and implements devops strategies and infrastructure.,"devops practices, cloud computing, automation, system architecture","devops architect devops practices, cloud computing, automation, system architecture designs and implements devops strategies and infrastructure."
255,devops engineer,automates software development and deployment processes.,"automation, ci/cd, cloud computing, scripting","devops engineer automation, ci/cd, cloud computing, scripting automates software development and deployment processes."
256,devops manager,manages devops teams and projects.,"devops practices, team leadership, project management, automation","devops manager devops practices, team leadership, project management, automation manages devops teams and projects."
257,devsecops architect,designs and implements devsecops strategies and infrastructure.,"devsecops practices, security automation, cloud security, system architecture","devsecops architect devsecops practices, security automation, cloud security, system architecture designs and implements devsecops strategies and infrastructure."
258,devsecops engineer,integrates security practices into devops processes.,"security automation, ci/cd, cloud security, scripting","devsecops engineer security automation, ci/cd, cloud security, scripting integrates security practices into devops processes."
259,director of engineering,leads and manages engineering teams and projects.,"leadership, software development, project management, team management","director of engineering leadership, software development, project management, team management leads and manages engineering teams and projects."
260,docker engineer,manages and deploys docker containers.,"docker, containerization, orchestration, devops","docker engineer docker, containerization, orchestration, devops manages and deploys docker containers."
261,elk engineer,manages and configures the elk stack for log analysis and monitoring.,"elk stack, log management, data analysis, system monitoring","elk engineer elk stack, log management, data analysis, system monitoring manages and configures the elk stack for log analysis and monitoring."
262,embedded software engineer,develops software for embedded systems.,"embedded systems, c/c++, firmware development, hardware interfaces","embedded software engineer embedded systems, c/c++, firmware development, hardware interfaces develops software for embedded systems."
263,entry level developer,entry-level position focused on learning and developing software skills.,"programming basics, software development, problem solving, learning agility","entry level developer programming basics, software development, problem solving, learning agility entry-level position focused on learning and developing software skills."
264,entry level network engineer,entry-level position focused on learning and assisting with network operations.,"networking basics, troubleshooting, system administration, learning agility","entry level network engineer networking basics, troubleshooting, system administration, learning agility entry-level position focused on learning and assisting with network operations."
265,entry level programmer,entry-level position focused on learning and developing software skills.,"programming basics, software development, problem solving, learning agility","entry level programmer programming basics, software development, problem solving, learning agility entry-level position focused on learning and developing software skills."
266,entry level web developer,entry-level position focused on learning and developing web development skills.,"html, css, javascript, basic web development, learning agility","entry level web developer html, css, javascript, basic web development, learning agility entry-level position focused on learning and developing web development skills."
267,envoy engineer,configures and manages envoy proxy for service mesh architectures.,"envoy proxy, service mesh, load balancing, networking","envoy engineer envoy proxy, service mesh, load balancing, networking configures and manages envoy proxy for service mesh architectures."
268,falco engineer,implements and manages falco for runtime security monitoring.,"falco, kubernetes security, cloud security, system monitoring","falco engineer falco, kubernetes security, cloud security, system monitoring implements and manages falco for runtime security monitoring."
269,fluentd engineer,configures and manages fluentd for log aggregation and analysis.,"fluentd, log aggregation, data collection, system monitoring","fluentd engineer fluentd, log aggregation, data collection, system monitoring configures and manages fluentd for log aggregation and analysis."
270,fortify engineer,implements and manages fortify for static code analysis and application security.,"fortify, static code analysis, application security, secure coding","fortify engineer fortify, static code analysis, application security, secure coding implements and manages fortify for static code analysis and application security."
271,frameworks specialist,specializes in designing and implementing software frameworks.,"software frameworks, programming languages, problem solving, system design","frameworks specialist software frameworks, programming languages, problem solving, system design specializes in designing and implementing software frameworks."
272,front end developer,develops the user interface and front-end components of web applications.,"html, css, javascript, ui/ux design, responsive design","front end developer html, css, javascript, ui/ux design, responsive design develops the user interface and front-end components of web applications."
273,full stack developer,develops both the front-end and back-end components of web applications.,"html, css, javascript, back-end technologies, database management","full stack developer html, css, javascript, back-end technologies, database management develops both the front-end and back-end components of web applications."
274,full stack java developer/programmer/engineer,develops full-stack applications using java technologies.,"java, spring, hibernate, html, css, javascript","full stack java developer/programmer/engineer java, spring, hibernate, html, css, javascript develops full-stack applications using java technologies."
275,full stack python developer/programmer/engineer,develops full-stack applications using python technologies.,"python, django, flask, html, css, javascript","full stack python developer/programmer/engineer python, django, flask, html, css, javascript develops full-stack applications using python technologies."
276,game developer,develops video games for various platforms.,"c++, c#, game engines, 3d modeling, game design","game developer c++, c#, game engines, 3d modeling, game design develops video games for various platforms."
277,gcp devops engineer,"implements devops practices on google cloud platform, automating processes and ensuring system reliability.","google cloud platform, devops practices, ci/cd pipelines, automation","gcp devops engineer google cloud platform, devops practices, ci/cd pipelines, automation implements devops practices on google cloud platform, automating processes and ensuring system reliability."
278,gerrit administrator,administers and manages gerrit for code review processes.,"gerrit, code review, git, version control","gerrit administrator gerrit, code review, git, version control administers and manages gerrit for code review processes."
279,git engineer,manages and configures git for efficient version control.,"git, version control, branching strategies, collaboration","git engineer git, version control, branching strategies, collaboration manages and configures git for efficient version control."
280,github engineer,manages and configures github for efficient collaboration and ci/cd.,"github, git, collaboration tools, ci/cd integration","github engineer github, git, collaboration tools, ci/cd integration manages and configures github for efficient collaboration and ci/cd."
281,gitlab engineer,manages and configures gitlab for efficient devops workflows.,"gitlab, git, ci/cd pipelines, devops practices","gitlab engineer gitlab, git, ci/cd pipelines, devops practices manages and configures gitlab for efficient devops workflows."
282,gradle engineer,configures and manages gradle for build automation.,"gradle, build automation, java, software configuration management","gradle engineer gradle, build automation, java, software configuration management configures and manages gradle for build automation."
283,grafana engineer,configures and manages grafana for data visualization and monitoring.,"grafana, data visualization, monitoring, system performance","grafana engineer grafana, data visualization, monitoring, system performance configures and manages grafana for data visualization and monitoring."
284,groovy engineer,develops automation scripts and applications using groovy.,"groovy, scripting, automation, software development","groovy engineer groovy, scripting, automation, software development develops automation scripts and applications using groovy."
285,information architect,designs information structures to enhance usability and findability.,"information architecture, user experience design, content strategy, taxonomy","information architect information architecture, user experience design, content strategy, taxonomy designs information structures to enhance usability and findability."
286,information security analyst,protects computer systems and networks from security threats.,"security protocols, threat analysis, compliance, incident response","information security analyst security protocols, threat analysis, compliance, incident response protects computer systems and networks from security threats."
287,interaction designer,designs interactive user interfaces and experiences.,"interaction design, user research, prototyping, usability testing","interaction designer interaction design, user research, prototyping, usability testing designs interactive user interfaces and experiences."
288,ios developer,"develops mobile applications for ios devices, integrating features and ensuring user experience.","swift, objective-c, ios sdk, mobile app development, ui/ux design","ios developer swift, objective-c, ios sdk, mobile app development, ui/ux design develops mobile applications for ios devices, integrating features and ensuring user experience."
289,istio engineer,configures and manages istio for service mesh architectures.,"istio, service mesh, traffic management, security","istio engineer istio, service mesh, traffic management, security configures and manages istio for service mesh architectures."
290,it manager,"manages it teams and projects, ensuring efficient operations.","it management, team leadership, project management, budgeting","it manager it management, team leadership, project management, budgeting manages it teams and projects, ensuring efficient operations."
291,jacoco engineer,implements and manages code coverage tools for java projects.,"jacoco, code coverage, java testing, software quality","jacoco engineer jacoco, code coverage, java testing, software quality implements and manages code coverage tools for java projects."
292,java developer,"develops applications using java and related technologies, focusing on functionality and performance.","java, spring, hibernate, software development, object-oriented programming","java developer java, spring, hibernate, software development, object-oriented programming develops applications using java and related technologies, focusing on functionality and performance."
293,jenkins engineer,configures and manages jenkins for continuous integration and delivery.,"jenkins, ci/cd pipelines, build automation, devops practices","jenkins engineer jenkins, ci/cd pipelines, build automation, devops practices configures and manages jenkins for continuous integration and delivery."
294,jira administrator,administers and configures jira for project management and issue tracking.,"jira, atlassian suite, workflow configuration, project management","jira administrator jira, atlassian suite, workflow configuration, project management administers and configures jira for project management and issue tracking."
295,junior front end developer,entry-level position focused on learning and developing front-end web development skills.,"html, css, javascript, basic web development, learning agility","junior front end developer html, css, javascript, basic web development, learning agility entry-level position focused on learning and developing front-end web development skills."
296,junior ios developer,entry-level position focused on learning and developing ios app development skills.,"swift, objective-c, ios sdk, basic mobile app development, learning agility","junior ios developer swift, objective-c, ios sdk, basic mobile app development, learning agility entry-level position focused on learning and developing ios app development skills."
297,junit engineer,implements and manages junit for java testing and test automation.,"junit, java testing, test automation, software quality","junit engineer junit, java testing, test automation, software quality implements and manages junit for java testing and test automation."
298,kubernetes operations engineer,"manages and operates kubernetes clusters, ensuring system reliability and scalability.","kubernetes, container orchestration, cloud computing, devops practices","kubernetes operations engineer kubernetes, container orchestration, cloud computing, devops practices manages and operates kubernetes clusters, ensuring system reliability and scalability."
299,machine learning architect,designs and implements scalable machine learning infrastructure and solutions.,"machine learning algorithms, system architecture, cloud computing, data modeling","machine learning architect machine learning algorithms, system architecture, cloud computing, data modeling designs and implements scalable machine learning infrastructure and solutions."
300,machine learning engineer,develops and deploys machine learning models for various applications.,"machine learning algorithms, python, data analysis, model deployment","machine learning engineer machine learning algorithms, python, data analysis, model deployment develops and deploys machine learning models for various applications."
301,maven engineer,configures and manages maven for build automation in java projects.,"maven, build automation, java, software configuration management","maven engineer maven, build automation, java, software configuration management configures and manages maven for build automation in java projects."
302,mobile app developer,develops mobile applications for ios and android platforms.,"mobile app development, ios/android sdks, ui/ux design, programming languages","mobile app developer mobile app development, ios/android sdks, ui/ux design, programming languages develops mobile applications for ios and android platforms."
303,mulesoft developer,develops and integrates applications using the mulesoft anypoint platform.,"mulesoft anypoint platform, api integration, java, integration patterns","mulesoft developer mulesoft anypoint platform, api integration, java, integration patterns develops and integrates applications using the mulesoft anypoint platform."
304,nagios engineer,configures and manages nagios for system and network monitoring.,"nagios, system monitoring, linux, networking","nagios engineer nagios, system monitoring, linux, networking configures and manages nagios for system and network monitoring."
305,network and systems administrator,manages and maintains network and server infrastructure.,"networking, system administration, linux/windows servers, troubleshooting","network and systems administrator networking, system administration, linux/windows servers, troubleshooting manages and maintains network and server infrastructure."
306,network engineer,"designs, implements, and manages network infrastructure.","networking protocols, cisco/juniper devices, network security, troubleshooting","network engineer networking protocols, cisco/juniper devices, network security, troubleshooting designs, implements, and manages network infrastructure."
307,new relic engineer,configures and manages new relic for application performance monitoring.,"new relic, application performance monitoring, troubleshooting, cloud computing","new relic engineer new relic, application performance monitoring, troubleshooting, cloud computing configures and manages new relic for application performance monitoring."
308,nexus engineer,manages and configures nexus repository manager for artifact storage and retrieval.,"nexus repository manager, artifact management, devops practices","nexus engineer nexus repository manager, artifact management, devops practices manages and configures nexus repository manager for artifact storage and retrieval."
309,nomad engineer,configures and manages nomad for container orchestration and infrastructure automation.,"nomad, container orchestration, hashicorp tools, infrastructure automation","nomad engineer nomad, container orchestration, hashicorp tools, infrastructure automation configures and manages nomad for container orchestration and infrastructure automation."
310,notary engineer,implements and manages notary for ensuring container image security.,"notary, container security, docker, cryptography","notary engineer notary, container security, docker, cryptography implements and manages notary for ensuring container image security."
311,octopus deploy engineer,configures and manages octopus deploy for automating application deployments.,"octopus deploy, deployment automation, .net, powershell","octopus deploy engineer octopus deploy, deployment automation, .net, powershell configures and manages octopus deploy for automating application deployments."
312,openshift engineer,manages and configures openshift for container orchestration and application deployment.,"openshift, kubernetes, containerization, devops practices","openshift engineer openshift, kubernetes, containerization, devops practices manages and configures openshift for container orchestration and application deployment."
313,openstack engineer,implements and manages openstack cloud infrastructure.,"openstack, cloud computing, virtualization, system administration","openstack engineer openstack, cloud computing, virtualization, system administration implements and manages openstack cloud infrastructure."
314,operations engineer,"manages and maintains systems and infrastructure, ensuring reliable operation.","system administration, linux/windows servers, troubleshooting, scripting","operations engineer system administration, linux/windows servers, troubleshooting, scripting manages and maintains systems and infrastructure, ensuring reliable operation."
315,oracle developer,develops database applications using oracle technologies.,"oracle database, sql, pl/sql, database development","oracle developer oracle database, sql, pl/sql, database development develops database applications using oracle technologies."
316,oracle sql developer,develops and optimizes sql queries and database schemas in oracle environments.,"oracle sql, pl/sql, data modeling, database design","oracle sql developer oracle sql, pl/sql, data modeling, database design develops and optimizes sql queries and database schemas in oracle environments."
317,packer engineer,creates machine images using packer for consistent infrastructure deployment.,"packer, infrastructure as code, cloud computing, automation","packer engineer packer, infrastructure as code, cloud computing, automation creates machine images using packer for consistent infrastructure deployment."
318,php developer,develops web applications using php and related technologies.,"php, mysql, web development, frameworks (laravel, symfony)","php developer php, mysql, web development, frameworks (laravel, symfony) develops web applications using php and related technologies."
319,powershell engineer,develops automation scripts and tools using powershell for windows environments.,"powershell, automation, windows server administration, scripting","powershell engineer powershell, automation, windows server administration, scripting develops automation scripts and tools using powershell for windows environments."
320,principle engineer in artificial intelligence,"leads and designs ai/ml solutions, providing technical guidance and strategic direction.","ai/ml architecture, leadership, strategic planning, deep learning","principle engineer in artificial intelligence ai/ml architecture, leadership, strategic planning, deep learning leads and designs ai/ml solutions, providing technical guidance and strategic direction."
321,principle engineer in big data,"leads and designs big data solutions, providing technical expertise and guidance.","big data architecture, hadoop, spark, data warehousing","principle engineer in big data big data architecture, hadoop, spark, data warehousing leads and designs big data solutions, providing technical expertise and guidance."
322,principle engineer in data analysis,"leads data analysis initiatives, providing expertise and guidance on analytical techniques.","data analysis, statistical modeling, data visualization, leadership","principle engineer in data analysis data analysis, statistical modeling, data visualization, leadership leads data analysis initiatives, providing expertise and guidance on analytical techniques."
323,principle engineer in machine learning,"leads machine learning initiatives, providing expertise and guidance on model development and deployment.","machine learning algorithms, model development, deployment, leadership","principle engineer in machine learning machine learning algorithms, model development, deployment, leadership leads machine learning initiatives, providing expertise and guidance on model development and deployment."
324,product manager,"defines and manages product strategy, gathering requirements and prioritizing features.","product strategy, market analysis, requirements gathering, product roadmap","product manager product strategy, market analysis, requirements gathering, product roadmap defines and manages product strategy, gathering requirements and prioritizing features."
325,production support engineer,"provides technical support for production systems, resolving incidents and ensuring stability.","troubleshooting, incident management, system monitoring, technical support","production support engineer troubleshooting, incident management, system monitoring, technical support provides technical support for production systems, resolving incidents and ensuring stability."
326,puppet operations engineer,manages and automates infrastructure configuration using puppet.,"puppet, configuration management, automation, infrastructure as code","puppet operations engineer puppet, configuration management, automation, infrastructure as code manages and automates infrastructure configuration using puppet."
327,senior build and release engineer,"manages build and release processes, ensuring smooth and reliable software deployments.","ci/cd pipelines, build systems, automation, configuration management","senior build and release engineer ci/cd pipelines, build systems, automation, configuration management manages build and release processes, ensuring smooth and reliable software deployments."
328,senior build engineer,"develops and maintains build systems, automating software compilation and testing.","build systems, scripting, automation, software configuration management","senior build engineer build systems, scripting, automation, software configuration management develops and maintains build systems, automating software compilation and testing."
329,senior devops engineer,"leads devops initiatives, designing and implementing automation solutions.","devops practices, cloud computing, automation, system architecture","senior devops engineer devops practices, cloud computing, automation, system architecture leads devops initiatives, designing and implementing automation solutions."
330,site reliability engineer (kubernetes â€ï¿½ docker),ensures the reliability and performance of systems running on kubernetes and docker.,"kubernetes, docker, system reliability, automation, monitoring","site reliability engineer (kubernetes â€ï¿½ docker) kubernetes, docker, system reliability, automation, monitoring ensures the reliability and performance of systems running on kubernetes and docker."
331,splunk engineer,"configures and manages splunk for log analysis, monitoring, and security insights.","splunk, log management, data analysis, system monitoring","splunk engineer splunk, log management, data analysis, system monitoring configures and manages splunk for log analysis, monitoring, and security insights."
332,xl deploy engineer,configures and manages xl deploy for automating application deployments.,"xl deploy, deployment automation, devops practices, configuration management","xl deploy engineer xl deploy, deployment automation, devops practices, configuration management configures and manages xl deploy for automating application deployments."
333,zabbix engineer,"configures and manages zabbix for monitoring systems, networks, and applications.","zabbix, system monitoring, network monitoring, alerting","zabbix engineer zabbix, system monitoring, network monitoring, alerting configures and manages zabbix for monitoring systems, networks, and applications."
334,api developer,develops and implements apis for integrating systems and applications.,"api design, restful services, programming languages, security","api developer api design, restful services, programming languages, security develops and implements apis for integrating systems and applications."
